日期,代码,名称,昨收,今开,最高,最低,现收,总手,金额,涨幅,涨幅比
2023-02-02 09:35:00,sh600015,华夏银行,0,5.24,5.24,5.21,5.21,25597,13388026,-0.03,-0.5725190839694656
2023-02-02 09:40:00,sh600015,华夏银行,5.21,5.22,5.22,5.2,5.21,8984,4680548,0,0
2023-02-02 09:45:00,sh600015,华夏银行,5.21,5.2,5.22,5.2,5.2,6399,3333415,-0.01,-0.19230769230769232
2023-02-02 09:50:00,sh600015,华夏银行,5.2,5.2,5.21,5.2,5.2,4874,2535319,0,0
2023-02-02 09:55:00,sh600015,华夏银行,5.2,5.21,5.21,5.2,5.21,4240,2206060,0.01,0.19193857965451055
2023-02-02 10:00:00,sh600015,华夏银行,5.21,5.2,5.21,5.2,5.21,4116,2142724,0,0
2023-02-02 10:05:00,sh600015,华夏银行,5.21,5.2,5.22,5.2,5.22,10001,5210609,0.01,0.19230769230769232
2023-02-02 10:10:00,sh600015,华夏银行,5.22,5.21,5.22,5.2,5.2,5916,3082503,-0.02,-0.3838771593090211
2023-02-02 10:15:00,sh600015,华夏银行,5.2,5.21,5.21,5.2,5.21,7301,3802458,0.01,0.19193857965451055
2023-02-02 10:20:00,sh600015,华夏银行,5.21,5.2,5.21,5.2,5.2,4583,2384919,-0.01,-0.19230769230769232
2023-02-02 10:25:00,sh600015,华夏银行,5.2,5.2,5.21,5.2,5.2,3559,1851156,0,0
2023-02-02 10:30:00,sh600015,华夏银行,5.2,5.2,5.21,5.2,5.2,2957,1538516,0,0
2023-02-02 10:35:00,sh600015,华夏银行,5.2,5.21,5.21,5.2,5.2,3455,1797091,0,0
2023-02-02 10:40:00,sh600015,华夏银行,5.2,5.2,5.21,5.2,5.2,4001,2081492,0,0
2023-02-02 10:45:00,sh600015,华夏银行,5.2,5.21,5.21,5.2,5.2,4837,2517872,0,0
2023-02-02 10:50:00,sh600015,华夏银行,5.2,5.2,5.21,5.2,5.2,2218,1154284,0,0
2023-02-02 10:55:00,sh600015,华夏银行,5.2,5.2,5.21,5.2,5.21,4498,2339373,0.01,0.19230769230769232
2023-02-02 11:00:00,sh600015,华夏银行,5.21,5.2,5.21,5.2,5.2,4062,2112321,-0.01,-0.19230769230769232
2023-02-02 11:05:00,sh600015,华夏银行,5.2,5.21,5.21,5.2,5.21,1576,819689,0.01,0.19193857965451055
2023-02-02 11:10:00,sh600015,华夏银行,5.21,5.21,5.21,5.2,5.21,3225,1677744,0,0
2023-02-02 11:15:00,sh600015,华夏银行,5.21,5.2,5.21,5.2,5.2,3477,1808929,-0.01,-0.19230769230769232
2023-02-02 11:20:00,sh600015,华夏银行,5.2,5.2,5.21,5.2,5.2,1904,991350,0,0
2023-02-02 11:25:00,sh600015,华夏银行,5.2,5.2,5.21,5.2,5.2,2608,1357575,0,0
2023-02-02 11:30:00,sh600015,华夏银行,5.2,5.21,5.21,5.2,5.21,2501,1302006,0.01,0.19193857965451055
2023-02-02 13:05:00,sh600015,华夏银行,5.21,5.21,5.21,5.2,5.2,3260,1695864,-0.01,-0.19193857965451055
2023-02-02 13:10:00,sh600015,华夏银行,5.2,5.21,5.21,5.2,5.2,2735,1422613,0,0
2023-02-02 13:15:00,sh600015,华夏银行,5.2,5.2,5.2,5.19,5.2,11414,5934918,0,0
2023-02-02 13:20:00,sh600015,华夏银行,5.2,5.19,5.2,5.19,5.2,6743,3505171,0,0
2023-02-02 13:25:00,sh600015,华夏银行,5.2,5.2,5.21,5.2,5.2,2936,1527256,0,0
2023-02-02 13:30:00,sh600015,华夏银行,5.2,5.2,5.21,5.2,5.21,2622,1364245,0.01,0.19230769230769232
2023-02-02 13:35:00,sh600015,华夏银行,5.21,5.2,5.21,5.2,5.2,1885,980419,-0.01,-0.19230769230769232
