日期,代码,名称,昨收,今开,最高,最低,现收,总手,金额,涨幅,涨幅比
2003-06-30 15:00:00,sh600004,白云机场,0,7.72,9.53,7.69,8.69,10189339,8898226176,0.97,12.564766839378239
2003-09-30 15:00:00,sh600004,白云机场,8.69,8.69,9.58,8.32,8.55,3246293,2951975168,-0.14,-1.611047180667434
2003-12-31 15:00:00,sh600004,白云机场,8.55,8.55,9.33,7.77,8.91,3365144,2877601024,0.36,4.2105263157894735
2004-03-31 15:00:00,sh600004,白云机场,8.91,8.88,10.2,8.85,9.62,5569551,5364596224,0.71,7.995495495495495
2004-06-30 15:00:00,sh600004,白云机场,9.62,9.65,10.41,7.88,8.28,2801236,2621691904,-1.34,-13.8860103626943
2004-09-30 15:00:00,sh600004,白云机场,8.28,8.28,9.46,7.99,9.21,2697969,2390309888,0.93,11.231884057971014
2004-12-31 15:00:00,sh600004,白云机场,9.21,9.22,9.92,8.4,8.66,2803012,2603528192,-0.55,-5.965292841648591
2005-03-31 15:00:00,sh600004,白云机场,8.66,8.56,9.1,7.32,7.51,1752776,1485127296,-1.15,-13.434579439252337
2005-06-30 15:00:00,sh600004,白云机场,7.51,7.48,8.25,6.5,7.69,2906175,2152202496,0.18,2.406417112299465
2005-09-30 15:00:00,sh600004,白云机场,7.69,7.65,8.86,7.48,7.68,2337751,1930108800,-0.01,-0.130718954248366
2005-12-30 15:00:00,sh600004,白云机场,7.68,7.65,8.08,6.45,6.76,2183929,1551823104,-0.92,-12.026143790849673
2006-03-31 15:00:00,sh600004,白云机场,6.76,6.74,7.06,6.03,6.2,3493711,2303966208,-0.56,-8.30860534124629
2006-06-30 15:00:00,sh600004,白云机场,6.2,6.2,7.15,5.81,6.87,5920171,3883755776,0.67,10.806451612903226
2006-09-29 15:00:00,sh600004,白云机场,6.87,6.88,7.4,6.27,6.73,3113790,2093447424,-0.14,-2.0348837209302326
2006-12-29 15:00:00,sh600004,白云机场,6.73,6.74,8.18,6.58,7.54,5572024,4114597376,0.81,12.01780415430267
2007-03-30 15:00:00,sh600004,白云机场,7.54,7.67,13.2,7.6,11.8,9317092,9639025664,4.26,55.54106910039114
2007-06-28 15:00:00,sh600004,白云机场,11.8,11.81,20.15,11.8,18.6,12045360,18452074496,6.8,57.57832345469941
2007-09-28 15:00:00,sh600004,白云机场,18.6,18,21.69,15.5,19.01,4390370,8506001920,0.41,2.2777777777777777
2007-12-28 15:00:00,sh600004,白云机场,19.01,19.38,21.18,16.23,20.98,2943639,5465341952,1.97,10.165118679050568
2008-03-31 15:00:00,sh600004,白云机场,20.98,20.95,23.1,13.82,13.99,2187126,4165030144,-6.99,-33.36515513126492
2008-06-30 15:00:00,sh600004,白云机场,13.99,14,16.57,10,10.27,1661099,2386477312,-3.72,-26.571428571428573
2008-09-26 15:00:00,sh600004,白云机场,10.27,10.31,13.52,9.98,12.43,2218613,2587999232,2.16,20.950533462657614
2008-12-31 15:00:00,sh600004,白云机场,12.43,12.84,12.84,6.59,7.05,5658688,4438179840,-5.38,-41.90031152647975
2009-03-31 15:00:00,sh600004,白云机场,7.05,7.16,9.72,7.12,9.02,7036152,6061979648,1.97,27.51396648044693
2009-06-30 15:00:00,sh600004,白云机场,9.02,9.05,10.08,8.55,9.57,9489362,8776463360,0.55,6.077348066298343
2009-09-30 15:00:00,sh600004,白云机场,9.57,9.57,11.32,8.47,8.67,9224863,9027749888,-0.9,-9.404388714733543
2009-12-31 15:00:00,sh600004,白云机场,8.67,8.79,10.49,8.75,10.15,6791218,6669539840,1.48,16.83731513083049
2010-03-31 15:00:00,sh600004,白云机场,10.15,10.15,12.36,9.71,11.38,7744168,8632418304,1.23,12.11822660098522
2010-06-30 15:00:00,sh600004,白云机场,11.38,11.36,12.35,8.72,8.83,4736301,4903962112,-2.55,-22.44718309859155
2010-09-30 15:00:00,sh600004,白云机场,8.83,8.8,10.69,8.5,9.55,5325858,5280261632,0.72,8.181818181818182
2010-12-31 15:00:00,sh600004,白云机场,9.55,9.6,11.3,8.19,8.82,6999569,6939857920,-0.73,-7.604166666666666
2011-03-31 15:00:00,sh600004,白云机场,8.82,8.82,9.42,8.23,8.6,5358304,4722117120,-0.22,-2.494331065759637
2011-06-30 15:00:00,sh600004,白云机场,8.6,8.6,9.05,7.59,7.89,3127568,2684172800,-0.71,-8.255813953488373
2011-09-30 15:00:00,sh600004,白云机场,7.89,7.88,8.16,6.93,7.13,2314304,1742315008,-0.76,-9.644670050761421
